Suburb/Town Name,LGA,Lat,Lng
Lake Fyans,Northern Grampians,-37.1489308,142.6423203
Lake Lonsdale,Northern Grampians,-37.0406989,142.6296304
Concongella,Northern Grampians,-37.0371132,142.8185427
Joel Joel,Northern Grampians,-37.0112693,143.0005674
Joel South,Northern Grampians,-37.052388,143.043542
Landsborough West,Northern Grampians,-37.0165724,143.0569768
Navarre,Northern Grampians,-36.9001275,143.1134295
Deep Lead,Northern Grampians,-36.9973752,142.6988565
Glenorchy,Northern Grampians,-36.904436,142.6610422
Roses Gap,Northern Grampians,-36.962625,142.4513686
Wal Wal,Northern Grampians,-36.7625152,142.7144956
Kanya,Northern Grampians,-36.7822896,142.997717
Marnoo,Northern Grampians,-36.6707129,142.8717953
Banyena,Northern Grampians,-36.6112868,142.8590647
Natte Yallock,Northern Grampians,-36.9365449,143.4678223
Logan,Northern Grampians,-36.6173657,143.4736579
Beazleys Bridge,Northern Grampians,-36.7020334,143.1636178
Carapooee,Northern Grampians,-36.7201734,143.2978752
Carapooee West,Northern Grampians,-36.7324712,143.2668778
Marnoo East,Northern Grampians,-36.6635475,142.9592095
Paradise,Northern Grampians,43.3996032,-88.1865474
Redbank,Northern Grampians,-36.9359831,143.3235128
Slaty Creek,Northern Grampians,-36.5730551,143.2709202
St Arnaud North,Northern Grampians,-36.5743217,143.2146832
Stuart Mill,Northern Grampians,-36.8057343,143.2861142
Traynors Lagoon,Northern Grampians,-36.580721,142.9811028
St Arnaud,Northern Grampians,-36.616618,143.2603641
Windsor,Port Phillip,-37.854,144.988
St Kilda,Port Phillip,-37.864,144.982
St Kilda West,Port Phillip,-37.8604,144.9732
Balaclava,Port Phillip,-37.873,144.993
Elwood,Port Phillip,-37.8822486,144.9825759
Ripponlea,Port Phillip,-37.8784934,144.9956077
South Melbourne,Port Phillip,-37.835,144.96
Albert Park,Port Phillip,-37.8438609,144.9514536
Middle Park,Port Phillip,-37.851944,144.963056
Carngham,Pyrenees,-37.5769958,143.5639019
Chepstowe,Pyrenees,-37.6214122,143.505079
Hillcrest,Pyrenees,48.4852639,-123.3135722
Snake Valley,Pyrenees,-37.611944,143.584444
Brewster,Pyrenees,-37.5186998,143.5200413
Ercildoune,Pyrenees,-37.3982205,143.6360643
Glenbrae,Pyrenees,-37.348341,143.56052
Langi Kal Kal,Pyrenees,-37.3355165,143.512844
Lexton,Pyrenees,-37.2792586,143.5156517
Waubra,Pyrenees,-37.3629556,143.6400336
Carranballac,Pyrenees,-37.7039692,143.1887679
Burnbank,Pyrenees,-37.2340916,143.608978
Evansford,Pyrenees,-37.2395714,143.6249259
Beaufort,Pyrenees,-37.4228524,143.3703651
Lake Goldsmith,Pyrenees,-37.5449406,143.3765037
Mena Park,Pyrenees,-37.5237978,143.4951529
Raglan,Pyrenees,-37.3590952,143.3332684
Stoneleigh,Pyrenees,-37.5993616,143.2170396
Trawalla,Pyrenees,-37.4402267,143.4498966
Waterloo,Pyrenees,-37.3605915,143.4159179
Crowlands,Ararat,-37.1498396,143.1093525
Barkly,Pyrenees,-36.9453536,143.2210793
Landsborough,Pyrenees,-37.0084966,143.1336987
Rathscar,Pyrenees,-36.9788504,143.5666075
Rathscar West,Pyrenees,-37.0137796,143.4875086
Avoca,Pyrenees,-37.088056,143.473889
Amphitheatre,Pyrenees,-37.1878175,143.4682535
Mount Lonarch,Pyrenees,-37.2709113,143.3784013
Glenlofty,Pyrenees,-37.1245667,143.1968444
Glenpatrick,Pyrenees,-37.1356779,143.3391976
Moonambel,Pyrenees,-36.9879818,143.319609
Percydale,Pyrenees,-37.0383525,143.401068
Tanwood,Pyrenees,-37.0166617,143.364164
Queenscliff,Queenscliffe,-38.2677746,144.6286897
Swan Island,Queenscliffe,-38.2492561,144.6801977
Allambee South,South Gippsland,-38.3485607,146.1086461
Baromi,South Gippsland,-38.4024468,146.1770148
Dollar,South Gippsland,48.4298401,-123.4111578
Mirboo North,South Gippsland,-38.3950602,146.1498411
Jeetho,South Gippsland,-38.4130762,145.7251956
Bena,South Gippsland,-38.411111,145.761389
Kardella South,South Gippsland,-38.4584478,145.8746249
Korumburra,South Gippsland,-38.4378364,145.8150854
Korumburra South,South Gippsland,-38.4661814,145.8470086
Whitelaw,South Gippsland,-38.4360763,145.7717353
Arawata,South Gippsland,-38.3950636,145.8892336
Jumbunna,South Gippsland,-38.4623193,145.7762516
Outtrim,South Gippsland,-38.5116349,145.7696509
Ranceby,South Gippsland,-38.3790882,145.8364124
Berrys Creek,South Gippsland,-38.41889,146.080755
Boorool,South Gippsland,-38.4463913,146.0378905
Hallston,South Gippsland,-38.363981,146.0207222
Koorooman,South Gippsland,-38.4840904,146.042782
Leongatha,South Gippsland,-38.4740327,145.9436663
Leongatha North,South Gippsland,-38.4196665,145.9692754
Leongatha South,South Gippsland,-38.5330704,145.906628
Mardan,South Gippsland,-38.4779623,146.0953967
Mount Eccles,South Gippsland,-38.3691862,145.9808134
Nerrena,South Gippsland,-38.4925267,146.011761
Ruby,South Gippsland,48.427371,-123.3653444
Trida,South Gippsland,-38.327028,145.9769353
Wild Dog Valley,South Gippsland,-38.3669582,145.9454696
Koonwarra,South Gippsland,-38.547222,145.946944
Dumbalk,South Gippsland,-38.533889,146.094444
Dumbalk North,South Gippsland,-38.504782,146.159569
Meeniyan,South Gippsland,-38.5835106,146.013851
Middle Tarwin,South Gippsland,-38.6773468,145.9226338
Tarwin Lower,South Gippsland,-38.7377901,145.9087155
Venus Bay,South Gippsland,-38.683333,145.8
Walkerville,South Gippsland,-38.8249059,145.9696236
Walkerville North,South Gippsland,-38.8419125,145.9992222
Buffalo,South Gippsland,-38.6557161,146.0689038
Fish Creek,South Gippsland,-38.7043519,146.087727
Sandy Point,South Gippsland,-38.8256023,146.134104
Waratah Bay,South Gippsland,-38.79999,146.0640244
Bennison,South Gippsland,-38.6707482,146.2733747
Foster,South Gippsland,-38.65,146.2
Foster North,South Gippsland,-38.5974169,146.1700361
Turtons Creek,South Gippsland,-38.5539398,146.2279754
Wilsons Promontory,South Gippsland,-38.9333333,146.3666667
Wonga,South Gippsland,-38.5988034,146.2475293
Woorarra West,South Gippsland,-38.5919298,146.2175017
Yanakie,South Gippsland,-38.8071478,146.2223893
Agnes,South Gippsland,-38.6577757,146.3819528
Toora,South Gippsland,-38.6597789,146.3041191
Woorarra East,South Gippsland,-38.6040803,146.3768277
Port Franklin,South Gippsland,-38.683333,146.283333
Port Welshpool,South Gippsland,-38.699722,146.464722
Binginwarri,South Gippsland,-38.5970662,146.4544127
Hazel Park,South Gippsland,-38.6357142,146.3880186
Welshpool,South Gippsland,-38.666667,146.433333
Hedley,South Gippsland,-38.6436473,146.4936982
Nyora,South Gippsland,-38.3329,145.6698
Poowong,South Gippsland,-38.35,145.75
Poowong North,South Gippsland,-38.286259,145.7911919
Pound Creek,South Gippsland,-38.6041152,145.8628005
Gazette,Southern Grampians,-37.9197764,142.149764
Penshurst,Southern Grampians,-37.883333,142.283333
Tabor,Southern Grampians,-37.8132691,142.1918944
Glenthompson,Southern Grampians,-37.6707686,142.5338611
Dunkeld,Southern Grampians,-37.65,142.35
Mirranatwa,Southern Grampians,-37.4001583,142.4075911
Moutajup,Southern Grampians,-37.6887108,142.22243
Victoria Point,Southern Grampians,-37.5175286,142.2586256
Victoria Valley,Southern Grampians,-37.5532701,142.2852033
Woodhouse,Southern Grampians,28.8030074,-97.0002746
Byaduk North,Southern Grampians,-37.8859808,141.9338792
Hamilton,Southern Grampians,-37.7455702,142.0178976
Bochara,Southern Grampians,-37.6993137,141.8991762
Hensley Park,Southern Grampians,-37.6164595,142.0182315
Strathkellar,Southern Grampians,-37.7136721,142.0934094
Tarrington,Southern Grampians,-37.766667,142.1
Wannon,Southern Grampians,-37.6838529,141.834445
Yulecart,Southern Grampians,-37.751667,141.9560322
Bulart,Southern Grampians,-37.5305772,141.9979873
Cavendish,Southern Grampians,-37.516667,142.033333
Glenisla,Southern Grampians,-37.2237827,142.1140597
Grampians,Southern Grampians,-37.3489752,142.3299468
Mooralla,Southern Grampians,-37.3781755,142.1637537
Coleraine,Southern Grampians,-37.6,141.7
Coojar,Southern Grampians,-37.3510534,141.6908535
Culla,Southern Grampians,-37.2167208,141.5166504
Gringegalgona,Southern Grampians,-37.3866935,141.795834
Hilgay,Southern Grampians,-37.6249601,141.6047566
Konongwootong,Southern Grampians,-37.516829,141.6536374
Melville Forest,Southern Grampians,-37.5122161,141.8203693
Nareen,Southern Grampians,-37.3827172,141.5090945
Wootong Vale,Southern Grampians,-37.5098752,141.7259287
Rocklands,Southern Grampians,-37.3144035,142.0841319
Balmoral,Southern Grampians,-37.2516966,141.8235525
Englefield,Southern Grampians,-37.3471879,141.8100348
Gatum,Southern Grampians,-37.3987376,141.9293628
Vasey,Southern Grampians,-37.3693981,141.872913
Toorak,Stonnington,-37.8416709,145.013845
Armadale,Stonnington,-37.8554995,145.0206967
Prahran,Stonnington,-37.852,144.998
Kooyong,Stonnington,-37.841944,145.035
Malvern,Stonnington,-37.8572432,145.0341642
Malvern East,Stonnington,-37.8773116,145.059272
Tabilk,Strathbogie,-36.8265726,145.2169448
Bailieston,Strathbogie,-36.7650657,145.0541611
Goulburn Weir,Strathbogie,-36.7291107,145.1789802
Graytown,Strathbogie,-36.8525999,144.9288711
Mitchellstown,Strathbogie,-36.8116106,145.0693227
Nagambie,Strathbogie,-36.7802263,145.1528312
Wahring,Strathbogie,-36.7114471,145.2677056
Wirrate,Strathbogie,-36.7704345,144.9820408
Arcadia South,Strathbogie,-36.5735787,145.3520475
Locksley,Strathbogie,-36.8520512,145.3399273
Longwood,Strathbogie,-36.8488197,145.4080574
Balmattum,Strathbogie,-36.7132029,145.6543908
Creightons Creek,Strathbogie,-36.8567727,145.5337363
Euroa,Strathbogie,-36.75,145.566667
Gooram,Strathbogie,-36.9107466,145.6002839
Longwood East,Strathbogie,-36.8523932,145.4509176
Miepoll,Strathbogie,-36.673863,145.4838586
Ruffy,Strathbogie,-36.9262697,145.5032522
Sheans Creek,Strathbogie,-36.772379,145.6376697
Strathbogie,Strathbogie,-36.879426,145.7113079
Boho South,Strathbogie,-36.7972508,145.7929572
Tamleugh,Strathbogie,-36.5764428,145.5753227
Upotipotpon,Strathbogie,-36.5248655,145.7682613
Violet Town,Strathbogie,-36.6372041,145.7141065
Freshwater Creek,Surf Coast,-38.270278,144.248056
Barrabool,Surf Coast,-38.1605382,144.2484344
Gnarwarre,Surf Coast,-38.1809271,144.1620897
Bellbrae,Surf Coast,-38.333333,144.266667
Bells Beach,Surf Coast,-38.366944,144.284722
Jan Juc,Surf Coast,-38.333333,144.3
Torquay,Surf Coast,-38.333333,144.316667
Anglesea,Surf Coast,-38.4096639,144.1825171
Aireys Inlet,Surf Coast,-38.461511,144.1057661
Eastern View,Surf Coast,-38.478048,144.0288116
Fairhaven,Surf Coast,-38.456111,144.085833
Moggs Creek,Surf Coast,-38.456111,144.066944
Lorne,Surf Coast,-38.5366556,143.9715484
Benwerrin,Surf Coast,-38.4865203,143.9130375
Deans Marsh,Surf Coast,-38.383333,143.883333
Buckley,Surf Coast,-38.2444345,144.0895595
Gherang,Surf Coast,-38.303611,144.090556
Modewarre,Surf Coast,-38.266111,144.121944
Moriac,Surf Coast,-38.233333,144.166667
Mount Moriac,Surf Coast,-38.2201027,144.191706
Paraparap,Surf Coast,-38.298889,144.183889
Wensleydale,Surf Coast,-38.3405232,144.0419036
Winchelsea,Surf Coast,-38.2437824,143.9943269
Winchelsea South,Surf Coast,-38.3225,143.983056
Wurdiboluc,Surf Coast,-38.289167,144.051389
Gowanford,Swan Hill,-35.4191942,143.1922414
Ultima,Swan Hill,-35.4743019,143.2608146
Waitchie,Swan Hill,-35.3723473,143.1291611
Bolton,Swan Hill,-34.967947,142.8799207
Chinkapook,Swan Hill,-35.1909919,142.9480585
Manangatang,Swan Hill,-35.044592,142.8825176
Annuello,Swan Hill,-34.9069376,142.8676911
Bannerton,Swan Hill,-34.6792687,142.8430709
Liparoo,Swan Hill,-34.7834895,142.5563713
Robinvale,Swan Hill,-34.5885119,142.777553
Tol Tol,Swan Hill,-34.649784,142.8473788
Wemen,Swan Hill,-34.77225,142.6523403
Tresco,Swan Hill,-35.4919194,143.6754876
Lake Boga,Swan Hill,-35.4334504,143.6211297
Tresco West,Swan Hill,-35.4807596,143.6310599
Castle Donnington,Swan Hill,-35.4185703,143.6044718
Chillingollah,Swan Hill,-35.2627454,143.0529175
Nyrraby,Swan Hill,-35.2216153,143.2238262
Pira,Swan Hill,-35.254167,143.365278
Swan Hill,Swan Hill,-35.3396318,143.5524803
Winlaton,Swan Hill,-35.4828459,143.7515463
Bulga,Swan Hill,-35.3048165,143.345083
Murrawee,Swan Hill,-35.298333,143.518056
Murraydale,Swan Hill,-35.2875,143.558333
Pental Island,Swan Hill,-35.3985004,143.6573007
Tyntynder,Swan Hill,-35.2396695,143.5527423
Tyntynder South,Swan Hill,-35.286944,143.518056
Woorinen South,Swan Hill,-35.2943524,143.4771357
Woorinen,Swan Hill,-35.281667,143.465556
Woorinen North,Swan Hill,-35.2473621,143.4455358
Beverford,Swan Hill,-35.237778,143.481667
Vinifera,Swan Hill,-35.2056677,143.3888273
Nyah,Swan Hill,-35.166667,143.383333
Nyah West,Swan Hill,-35.1869703,143.3556015
Wood Wood,Swan Hill,-35.113333,143.349444
Kenley,Swan Hill,-34.870833,143.3329313
Kooloonong,Swan Hill,-34.8719155,143.1404956
Lake Powell,Swan Hill,-34.7149836,142.9040698
Natya,Swan Hill,-34.8935781,143.3123474
Piangil,Swan Hill,-35.0739274,143.3300801
Boundary Bend,Swan Hill,-34.7163155,143.143354
Bellbridge,Towong,-36.098056,147.058889
Bethanga,Towong,-36.1374717,147.0837049
Lucyvale,Towong,-36.2836195,147.6208862
Talgarno,Towong,-36.0658326,147.2208225
Thologolong,Towong,-35.9689949,147.4036985
Georges Creek,Towong,-36.1614173,147.2652758
Jarvis Creek,Towong,-36.1713405,147.218909
Tallangatta,Towong,-36.2194035,147.1933136
Dartmouth,Towong,-36.5324694,147.4961766
Eskdale,Towong,-36.4526584,147.2403405
Granya,Towong,-36.048535,147.2695104
Mitta Mitta,Towong,-36.4923219,147.3583041
Shelley,Towong,-36.1869359,147.5444299
Tallangatta Valley,Towong,-36.2909123,147.3941583
Cudgewa,Towong,-36.1548052,147.7920514
Biggara,Towong,-36.3200378,148.0371007
Colac Colac,Towong,-36.2274141,147.8481414
Corryong,Towong,-36.1966523,147.9023498
Nariel Valley,Towong,-36.3208467,147.8261046
Towong,Towong,-36.1303027,147.9752136
Tintaldra,Towong,-36.0644245,147.9435996
Guys Forest,Towong,-36.0745295,147.6456757
Walwa,Towong,-35.9642807,147.6814535
Glenrowan,Wangaratta,-36.4468841,146.2321651
Greta,Wangaratta,-36.5586809,146.262896
Greta South,Wangaratta,-36.6313773,146.2391485
Hansonville,Wangaratta,-36.5928571,146.2573078
Wangaratta,Wangaratta,-36.3682777,146.3172149
Boorhaman,Wangaratta,-36.2319711,146.3048179
Bowser,Wangaratta,40.7815644,-80.3891987
Byawatha,Wangaratta,-36.2872867,146.4730626
Cheshunt,Wangaratta,-36.7981846,146.427897
Docker,Wangaratta,-36.5262151,146.3831224
Dockers Plains,Wangaratta,-36.2945672,146.3385323
East Wangaratta,Wangaratta,-36.358964,146.385437
Edi,Wangaratta,-36.6387619,146.4193903
Edi Upper,Wangaratta,-36.7181217,146.4698925
Everton,Wangaratta,-36.4274862,146.5343216
Everton Upper,Wangaratta,-36.397199,146.5413273
Killawarra,Wangaratta,-36.2642952,146.2475293
King Valley,Wangaratta,-36.694722,146.401667
Laceby,Wangaratta,-36.4339973,146.3160003
Londrigan,Wangaratta,-36.3379002,146.4371315
Markwood,Wangaratta,-36.4695354,146.5056032
Meadow Creek,Wangaratta,-36.6136561,146.4656921
Milawa,Wangaratta,-36.433333,146.433333
North Wangaratta,Wangaratta,-36.3285622,146.3663374
Oxley,Wangaratta,-36.4349409,146.3554145
Peechelba East,Wangaratta,-36.1754934,146.2569585
Tarrawingee,Wangaratta,-36.39,146.449722
Waldara,Wangaratta,-36.318486,146.2873482
Wangandary,Wangaratta,-36.3265068,146.2370535
Wangaratta South,Wangaratta,-36.3913281,146.2594033
Boralma,Wangaratta,-36.2465182,146.404078
Springhurst,Wangaratta,-36.183333,146.466667
Archerton,Wangaratta,-36.8970666,146.2620743
Moyhu,Wangaratta,-36.5783046,146.3785017
Myrrhee,Wangaratta,-36.7142444,146.3392412
Whitfield,Wangaratta,-36.7563131,146.4167014
Whorouly,Wangaratta,-36.4896569,146.5726463
Whorouly East,Wangaratta,-36.5319958,146.6387726
Eldorado,Wangaratta,-36.3142943,146.516411
Murmungee,Wangaratta,-36.4436817,146.6573474
Dennington,Warrnambool,-38.355833,142.441389
Woodford,Warrnambool,-38.316667,142.466667
Blackwarry,Wellington,-38.4193287,146.606259
Callignee North,Wellington,-38.3200613,146.6040519
Callignee South,Wellington,-38.3756364,146.6138475
Carrajung,Wellington,-38.366667,146.683333
Carrajung Lower,Wellington,-38.3824779,146.7611674
Carrajung South,Wellington,-38.3871131,146.7991439
Hiamdale,Wellington,-38.2643115,146.7554393
Nambrok,Wellington,-38.0532922,146.8388418
Rosedale,Wellington,-38.15,146.783
Willung,Wellington,-38.2448484,146.8037101
Willung South,Wellington,-38.337633,146.7222533
Sale,Wellington,-38.1026004,147.073027
Wurruk,Wellington,-38.1077891,147.0280652
Airly,Wellington,-38.0279745,147.1149275
Bundalaguah,Wellington,-38.0307598,147.0217285
Clydebank,Wellington,-38.0463162,147.1474819
Cobains,Wellington,-38.0791967,147.1231644
Darriman,Wellington,-38.4036751,146.839377
Dutson,Wellington,-38.1738558,147.2074198
Dutson Downs,Wellington,-38.2032935,147.3193881
Fulham,Wellington,-38.0779833,146.9541617
Giffard,Wellington,-38.3676479,147.1613237
Giffard West,Wellington,-38.3506013,146.9896989
Glomar Beach,Wellington,-38.2989768,147.2762157
Golden Beach,Wellington,-38.2280947,147.3757681
Kilmany,Wellington,-38.1140626,146.9077363
Loch Sport,Wellington,-38.0739783,147.5419531
Longford,Wellington,-38.164167,147.086944
Montgomery,Wellington,-38.051866,147.0713502
Myrtlebank,Wellington,-38.0664383,147.0168002
Paradise Beach,Wellington,-38.1992076,147.4033451
Pearsondale,Wellington,-38.1343526,147.0134889
Seaspray,Wellington,-38.2936345,147.1467693
Stradbroke,Wellington,-38.2720244,147.0569376
The Honeysuckles,Wellington,-38.3529876,147.2190598
East Sale,Wellington,-38.1054124,147.1407852
Buragwonduc,Wellington,-37.4908836,146.7706422
Dawson,Wellington,33.7625462,-117.9516701
Denison,Wellington,-38.0254826,146.8423556
Glenmaggie,Wellington,-37.9163753,146.7461215
Heyfield,Wellington,-37.9827396,146.7911606
Howitt Plains,Wellington,-37.2063093,146.685887
Licola,Wellington,-37.5735428,146.6245602
Seaton,Wellington,-37.9380632,146.684357
Winnindoo,Wellington,-38.0598736,146.7629732
Maffra West Upper,Wellington,-37.8729822,146.817681
Newry,Wellington,-37.905059,146.900704
Tinamba,Wellington,-37.9655346,146.919692
Boisdale,Wellington,-37.8840703,146.9945377
Briagolong,Wellington,-37.822072,147.0717292
Bushy Park,Wellington,-37.8381502,147.0030727
Coongulla,Wellington,-37.8863058,146.7854467
Maffra,Wellington,-37.9619053,146.9886238
Monomak,Wellington,-37.7238944,146.7934365
Moroka,Wellington,-37.4899186,146.9388233
Riverslea,Wellington,-38.0032475,146.9457191
Valencia Creek,Wellington,-37.8236211,146.9766789
Woolenook,Wellington,-37.7294904,147.0620286
Cowa,Wellington,-37.3888872,147.1804113
Dargo,Wellington,-37.4619237,147.2510078
Hawkhurst,Wellington,-37.419557,147.1189167
Hollands Landing,Wellington,-38.048,147.461
Meerlieu,Wellington,-38.0071158,147.3856872
Munro,Wellington,-37.9318234,147.2007191
Perry Bridge,Wellington,-38.0044156,147.2652758
Stockdale,Wellington,-37.8097884,147.1622868
Stratford,Wellington,-37.966667,147.083333
Gormandale,Wellington,-38.299535,146.7056325
McLoughlins Beach,Wellington,-38.608611,146.903889
Woodside,Wellington,-38.5206202,146.8950786
Woodside Beach,Wellington,-38.5452519,146.9745677
Ocean Grange,Wellington,-37.9968555,147.6893783
Wonyip,Wellington,-38.5773275,146.3789259
Alberton,Wellington,-38.616667,146.666667
Alberton West,Wellington,-38.6,146.590556
Devon North,Wellington,-38.5188799,146.6436701
Gelliondale,Wellington,-38.6277438,146.604753
Hiawatha,Wellington,-38.5385525,146.4730429
Hunterston,Wellington,-38.5994635,146.7829884
Jack River,Wellington,-38.570278,146.553889
Langsborough,Wellington,-38.649903,146.6710267
Macks Creek,Wellington,-38.4790153,146.6426181
Madalya,Wellington,-38.5083216,146.4989502
Manns Beach,Wellington,-38.6450517,146.7755155
Port Albert,Wellington,-38.665278,146.688333
Robertsons Beach,Wellington,-38.6544922,146.7282198
Staceys Bridge,Wellington,-38.5603115,146.5287173
Tarraville,Wellington,-38.6280474,146.7204985
Won Wron,Wellington,-38.4610555,146.7082159
Yarram,Wellington,-38.565594,146.6751045
Chetwynd,West Wimmera,-37.336413,141.4170098
Dergholm,West Wimmera,-37.3688281,141.2080599
Dorodong,West Wimmera,-37.3326869,141.0677289
Poolaijelo,West Wimmera,-37.188264,140.9807118
Harrow,West Wimmera,-37.1634902,141.6208782
Edenhope,West Wimmera,-37.0307143,141.2834751
Langkoop,West Wimmera,-37.0906202,141.055046
Patyah,West Wimmera,-36.8338499,141.2700543
Ullswater,West Wimmera,-36.9217721,141.4063546
Apsley,West Wimmera,-36.9684704,141.0829427
Bringalbert,West Wimmera,-36.8707068,141.1415349
Gymbowen,West Wimmera,-36.7259438,141.5620039
Douglas,West Wimmera,-37.0419203,141.7410906
Miga Lake,West Wimmera,-36.8800354,141.6469519
Wombelano,West Wimmera,-37.0157088,141.5935724
Goroke,West Wimmera,-36.719167,141.472778
Minimay,West Wimmera,-36.7496038,141.2114934
Neuarpurr,West Wimmera,-36.7038896,140.9802231
Peronne,West Wimmera,-36.7403549,141.3106525
Miram,West Wimmera,-36.3881673,141.370286
Kaniva,West Wimmera,-36.378342,141.2371583
Lillimur,West Wimmera,-36.4180671,141.0785379
Serviceton,West Wimmera,-36.3292839,141.0022207
Telopea Downs,West Wimmera,-36.1255456,141.1121661
Box Hill,Whitehorse,-37.8181073,145.1238563
Box Hill South,Whitehorse,-37.836,145.124
Box Hill North,Whitehorse,-37.8083033,145.125759
Mont Albert North,Whitehorse,-37.808056,145.113889
Blackburn,Whitehorse,-37.8197129,145.1530529
Blackburn North,Whitehorse,-37.8064051,145.1586444
Blackburn South,Whitehorse,-37.838,145.144
Forest Hill,Whitehorse,-37.8347413,145.1727369
Mitcham,Whitehorse,-37.8163579,145.1936683
Vermont South,Whitehorse,-37.8565882,145.183373
Burwood East,Whitehorse,-37.8526163,145.1519822
Donnybrook,Whittlesea,-37.5476567,144.9669338
Thomastown,Whittlesea,-37.6858683,145.0130302
Lalor,Whittlesea,-37.6655588,145.0165638
Epping,Whittlesea,-37.6376635,145.0264991
Mill Park,Whittlesea,-37.6703725,145.071113
Wollert,Whittlesea,-37.6085118,145.0313459
Woodstock,Whittlesea,-37.544,145.056
South Morang,Whittlesea,-37.633333,145.083333
Mernda,Whittlesea,-37.5892795,145.103791
Yan Yean,Whittlesea,-37.571,145.108
Eden Park,Whittlesea,-37.489,145.07
Humevale,Whittlesea,-37.497,145.175
Whittlesea,Whittlesea,-37.513889,145.113889
West Wodonga,Wodonga,-36.1242129,146.8574235
Wodonga,Wodonga,-36.1240938,146.8817639
Bandiana,Wodonga,-36.1479054,146.9269017
Baranduda,Wodonga,-36.1933366,146.9496305
Barnawartha North,Wodonga,-36.065526,146.745223
Bonegilla,Wodonga,-36.1304904,146.9865317
Ebden,Wodonga,-36.1415988,147.0136321
Gateway Island,Wodonga,-36.096,146.897
Huon Creek,Wodonga,-36.152069,146.8124847
Killara,Wodonga,-36.1385938,146.952051
Leneva,Wodonga,-36.2330793,146.8374363
Staghorn Flat,Wodonga,-36.2667509,146.9457191
Mambourin,Wyndham,-37.892471,144.5964645
Wyndham Vale,Wyndham,-37.89,144.63
Laverton North,Wyndham,-37.8280477,144.7854874
Williams Landing,Wyndham,-37.8622254,144.7479385
Hoppers Crossing,Wyndham,-37.8629027,144.6854533
Tarneit,Wyndham,-37.8091678,144.6672079
Cocoroc,Wyndham,-37.9686685,144.6215012
Point Cook,Wyndham,-37.9178086,144.7477259
Quandong,Wyndham,-37.8414477,144.5470351
Werribee,Wyndham,-37.8997995,144.6641401
Werribee South,Wyndham,-37.937,144.697
Princes Hill,Yarra,-37.784,144.966
Fitzroy,Yarra,-37.801111,144.978889
Clifton Hill,Yarra,-37.7877787,145.0002125
Collingwood,Yarra,-37.8019,144.98815
Abbotsford,Yarra,-37.803,145.002
Burnley,Yarra,-37.8296728,145.0126479
Cremorne,Yarra,-37.83,144.993
Richmond,Yarra,-37.823,144.998
Chirnside Park,Yarra Ranges,-37.754,145.327
Mooroolbark,Yarra Ranges,-37.785,145.315
Beenak,Yarra Ranges,-37.8986154,145.6090481
Don Valley,Yarra Ranges,-37.761389,145.584444
Hoddles Creek,Yarra Ranges,-37.833,145.583
Launching Place,Yarra Ranges,-37.774,145.588
Seville,Yarra Ranges,-37.777,145.461
Seville East,Yarra Ranges,-37.774,145.491
Wandin East,Yarra Ranges,-37.811,145.453
Wandin North,Yarra Ranges,-37.769,145.411
Woori Yallock,Yarra Ranges,-37.778,145.528
Yellingbo,Yarra Ranges,-37.81,145.51
Lilydale,Yarra Ranges,-37.758,145.35
Sassafras,Yarra Ranges,-37.87,145.353889
Upwey,Yarra Ranges,-37.903,145.33
Selby,Yarra Ranges,-37.914,145.369
Belgrave,Yarra Ranges,-37.912067,145.3558
Belgrave Heights,Yarra Ranges,-37.923,145.34
Belgrave South,Yarra Ranges,-37.94,145.356
Tecoma,Yarra Ranges,-37.906,145.344
Matlock,Yarra Ranges,-37.5890036,146.168466
Montrose,Yarra Ranges,-37.81,145.343
Kalorama,Yarra Ranges,-37.818,145.366
Mount Dandenong,Yarra Ranges,-37.831111,145.36
Coldstream,Yarra Ranges,-37.734,145.383
Gruyere,Yarra Ranges,-37.734,145.45
Yering,Yarra Ranges,-37.7002209,145.3582514
Dixons Creek,Yarra Ranges,-37.6,145.416667
Steels Creek,Yarra Ranges,-37.594,145.374
Tarrawarra,Yarra Ranges,-37.6469756,145.4363814
Yarra Glen,Yarra Ranges,-37.648889,145.371944
Badger Creek,Yarra Ranges,-37.685,145.538
Chum Creek,Yarra Ranges,-37.606,145.488
Healesville,Yarra Ranges,-37.656111,145.513889
Mount Toolebewong,Yarra Ranges,-37.702,145.572
Cambarville,Yarra Ranges,-37.6105261,146.0129789
Macclesfield,Yarra Ranges,-37.883,145.477
Tremont,Yarra Ranges,-37.88,145.324
Ferny Creek,Yarra Ranges,-37.878,145.335
Olinda,Yarra Ranges,-37.85599,145.364357
Sherbrooke,Yarra Ranges,-37.885,145.36
Kallista,Yarra Ranges,-37.883,145.372
The Patch,Yarra Ranges,-37.8887708,145.3973329
Monbulk,Yarra Ranges,-37.878,145.411
Silvan,Yarra Ranges,-37.824,145.421
Mount Evelyn,Yarra Ranges,-37.783,145.385
Gilderoy,Yarra Ranges,-37.851396,145.7249828
Gladysdale,Yarra Ranges,-37.816667,145.65
Powelltown,Yarra Ranges,-37.865,145.753
Three Bridges,Yarra Ranges,-37.833333,145.683333
Yarra Junction,Yarra Ranges,-37.779,145.606
Big Pats Creek,Yarra Ranges,-37.7638978,145.750833
East Warburton,Yarra Ranges,-37.7370439,145.7421233
McMahons Creek,Yarra Ranges,-37.6980957,145.8360275
