Year,Year ending,Police Service Area,Local Government Area,Latitude,Longitude,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.7,1.8
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,16,13.5,211.8
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,6,5,79.4
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,19,16,251.5
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,5,4.2,66.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,11,9.3,145.6
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,2,1.7,26.5
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,3.4,52.9
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,9,7.6,119.1
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,4.2,66.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B10 Arson,B12 Cause a bushfire,5,4.2,66.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B10 Arson,B19 Other fire related offences,3,2.5,39.7
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B20 Property damage,B21 Criminal damage,42,35.3,555.9
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B20 Property damage,B22 Graffiti,2,1.7,26.5
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,26,21.9,344.1
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,25,21,330.9
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,9,7.6,119.1
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,23,19.3,304.4
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,5,4.2,66.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B40 Theft,B49 Other theft,38,32,503
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3,2.5,39.7
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,3,2.5,39.7
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,2,1.7,26.5
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,C Drug offences,C30 Drug use and possession,C32 Drug possession,5,4.2,66.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,16,13.5,211.8
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,1.7,26.5
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,4,3.4,52.9
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,6,5,79.4
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,36,30.3,476.5
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3,2.5,39.7
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,0.8,13.2
2020,March,Ballarat,Pyrenees,-37.3879637,143.4770359,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.7,26.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.5,1.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,107,81.1,81.1
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,151,114.4,114.4
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",31,23.5,23.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,189,143.2,143.2
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,155,117.5,117.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,84,63.7,63.7
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,0.8,0.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,6,4.5,4.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,25,18.9,18.9
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3,2.3,2.3
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,3,2.3,2.3
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,2,1.5,1.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,18,13.6,13.6
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,16,12.1,12.1
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,17,12.9,12.9
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,12,9.1,9.1
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,32,24.3,24.3
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,44,33.3,33.3
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,6,4.5,4.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,8,6.1,6.1
2020,March,Banyule,Banyule,-37.7314254,145.082419,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,27,20.5,20.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B10 Arson,B11 Cause damage by fire,48,36.4,36.4
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,1.5,1.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B20 Property damage,B21 Criminal damage,554,419.9,419.9
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B20 Property damage,B22 Graffiti,69,52.3,52.3
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B20 Property damage,B29 Other property damage offences,5,3.8,3.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,56,42.4,42.4
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,0.8,0.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,511,387.3,387.3
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,187,141.7,141.7
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,251,190.2,190.2
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"1,098",832.2,832.2
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B40 Theft,B43 Steal from a retail store,245,185.7,185.7
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,87,65.9,65.9
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,187,141.7,141.7
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B40 Theft,B49 Other theft,466,353.2,353.2
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,63,47.7,47.7
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,376,285,285
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B50 Deception,B54 State false information,10,7.6,7.6
2020,March,Banyule,Banyule,-37.7314254,145.082419,B Property and deception offences,B50 Deception,B59 Other deception offences,5,3.8,3.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,56,42.4,42.4
2020,March,Banyule,Banyule,-37.7314254,145.082419,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,16,12.1,12.1
2020,March,Banyule,Banyule,-37.7314254,145.082419,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,6,4.5,4.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,C Drug offences,C30 Drug use and possession,C32 Drug possession,233,176.6,176.6
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,34,25.8,25.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,145,109.9,109.9
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,5,3.8,3.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,5.3,5.3
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,23,17.4,17.4
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,11,8.3,8.3
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,5,3.8,3.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,8,6.1,6.1
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,2,1.5,1.5
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,5,3.8,3.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,0.8,0.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,34,25.8,25.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,0.8,0.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,71,53.8,53.8
2020,March,Banyule,Banyule,-37.7314254,145.082419,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,10,7.6,7.6
2020,March,Banyule,Banyule,-37.7314254,145.082419,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,19,14.4,14.4
2020,March,Banyule,Banyule,-37.7314254,145.082419,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,10,7.6,7.6
2020,March,Banyule,Banyule,-37.7314254,145.082419,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,400,303.2,303.2
2020,March,Banyule,Banyule,-37.7314254,145.082419,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,120,91,91
