Year,Year ending,Police Service Area,Local Government Area,Latitude,Longitude,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,1.1,1.1
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,280,155.1,155.1
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"1,000",554.1,554.1
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B40 Theft,B43 Steal from a retail store,220,121.9,121.9
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,53,29.4,29.4
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,158,87.5,87.5
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B40 Theft,B49 Other theft,"1,273",705.3,705.3
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,44,24.4,24.4
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,309,171.2,171.2
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B50 Deception,B54 State false information,21,11.6,11.6
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,0.6,0.6
2021,March,Melton,Melton,-37.6835831,144.5779508,B Property and deception offences,B50 Deception,B59 Other deception offences,3,1.7,1.7
2021,March,Melton,Melton,-37.6835831,144.5779508,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,2,1.1,1.1
2021,March,Melton,Melton,-37.6835831,144.5779508,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,78,43.2,43.2
2021,March,Melton,Melton,-37.6835831,144.5779508,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,40,22.2,22.2
2021,March,Melton,Melton,-37.6835831,144.5779508,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,10,5.5,5.5
2021,March,Melton,Melton,-37.6835831,144.5779508,C Drug offences,C30 Drug use and possession,C31 Drug use,2,1.1,1.1
2021,March,Melton,Melton,-37.6835831,144.5779508,C Drug offences,C30 Drug use and possession,C32 Drug possession,249,138,138
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,95,52.6,52.6
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,152,84.2,84.2
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,2,1.1,1.1
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,18,10,10
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,37,20.5,20.5
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,17,9.4,9.4
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,4.4,4.4
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,5,2.8,2.8
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,0.6,0.6
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.6,0.6
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,0.6,0.6
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,24,13.3,13.3
2021,March,Melton,Melton,-37.6835831,144.5779508,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,1.1,1.1
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.6,0.6
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,115,63.7,63.7
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,14,7.8,7.8
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,12,6.6,6.6
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,23,12.7,12.7
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,786,435.5,435.5
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,48,26.6,26.6
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,306,169.5,169.5
2021,March,Melton,Melton,-37.6835831,144.5779508,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,17,9.4,9.4
2021,March,Melton,Melton,-37.6835831,144.5779508,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,0.6,0.6
2021,March,Melton,Melton,-37.6835831,144.5779508,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,0.6,0.6
2021,March,Melton,Melton,-37.6835831,144.5779508,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,877,485.9,485.9
2021,March,Melton,Melton,-37.6835831,144.5779508,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,5,2.8,2.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,3.6,3.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,118,211.8,211.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,118,211.8,211.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",25,44.9,44.9
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,223,400.3,400.3
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,145,260.3,260.3
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,99,177.7,177.7
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,3,5.4,5.4
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,14,25.1,25.1
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,15,26.9,26.9
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,3.6,3.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,1.8,1.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,13,23.3,23.3
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,8,14.4,14.4
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,7,12.6,12.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,7,12.6,12.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,43,77.2,77.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,32,57.4,57.4
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,23,41.3,41.3
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,14,25.1,25.1
2021,March,Mildura,Mildura,-34.2080167,142.1245535,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,25,44.9,44.9
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B10 Arson,B11 Cause damage by fire,17,30.5,30.5
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B10 Arson,B19 Other fire related offences,7,12.6,12.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B20 Property damage,B21 Criminal damage,371,666,666
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B20 Property damage,B22 Graffiti,12,21.5,21.5
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,74,132.8,132.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,3.6,3.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,191,342.9,342.9
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,87,156.2,156.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,98,175.9,175.9
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,248,445.2,445.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B40 Theft,B43 Steal from a retail store,109,195.7,195.7
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,62,111.3,111.3
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,43,77.2,77.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B40 Theft,B49 Other theft,251,450.6,450.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,11,19.7,19.7
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,175,314.2,314.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B50 Deception,B54 State false information,3,5.4,5.4
2021,March,Mildura,Mildura,-34.2080167,142.1245535,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,2,3.6,3.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,44,79,79
2021,March,Mildura,Mildura,-34.2080167,142.1245535,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,27,48.5,48.5
2021,March,Mildura,Mildura,-34.2080167,142.1245535,C Drug offences,C30 Drug use and possession,C31 Drug use,4,7.2,7.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,C Drug offences,C30 Drug use and possession,C32 Drug possession,307,551.1,551.1
2021,March,Mildura,Mildura,-34.2080167,142.1245535,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,1.8,1.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,28,50.3,50.3
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,90,161.6,161.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,5.4,5.4
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,6,10.8,10.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,114,204.6,204.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,47,84.4,84.4
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,6,10.8,10.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,9,16.2,16.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,4,7.2,7.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,1.8,1.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,1.8,1.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,20,35.9,35.9
2021,March,Mildura,Mildura,-34.2080167,142.1245535,D Public order and security offences,D40 Public security offences,D43 Hacking,2,3.6,3.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,3.6,3.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,120,215.4,215.4
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,7,12.6,12.6
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,16,28.7,28.7
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,16,28.7,28.7
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,360,646.3,646.3
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,78,140,140
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,216,387.8,387.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,33,59.2,59.2
2021,March,Mildura,Mildura,-34.2080167,142.1245535,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,1,1.8,1.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,1.8,1.8
2021,March,Mildura,Mildura,-34.2080167,142.1245535,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,149,267.5,267.5
2021,March,Mildura,Mildura,-34.2080167,142.1245535,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,5.4,5.4
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,93,155.9,191.4
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,56,93.9,115.3
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",27,45.3,55.6
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,188,315.2,387
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,86,144.2,177
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,87,145.9,179.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,6,10.1,12.4
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,37,62,76.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,19,31.9,39.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,20,33.5,41.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,13,21.8,26.8
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,58,97.2,119.4
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,23,38.6,47.3
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,18,30.2,37.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,16,26.8,32.9
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,38,63.7,78.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B10 Arson,B11 Cause damage by fire,21,35.2,43.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B10 Arson,B12 Cause a bushfire,4,6.7,8.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B10 Arson,B19 Other fire related offences,8,13.4,16.5
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B20 Property damage,B21 Criminal damage,290,486.2,597
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B20 Property damage,B22 Graffiti,6,10.1,12.4
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B20 Property damage,B29 Other property damage offences,5,8.4,10.3
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,9,15.1,18.5
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,123,206.2,253.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,81,135.8,166.7
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,66,110.6,135.9
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,118,197.8,242.9
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B40 Theft,B43 Steal from a retail store,49,82.1,100.9
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,14,23.5,28.8
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,53,88.9,109.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B40 Theft,B49 Other theft,203,340.3,417.9
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,18,30.2,37.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,92,154.2,189.4
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B50 Deception,B54 State false information,8,13.4,16.5
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,2,3.4,4.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,B Property and deception offences,B50 Deception,B59 Other deception offences,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,2,3.4,4.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,38,63.7,78.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,8,13.4,16.5
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,C Drug offences,C30 Drug use and possession,C31 Drug use,3,5,6.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,C Drug offences,C30 Drug use and possession,C32 Drug possession,151,253.1,310.8
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,C Drug offences,C90 Other drug offences,C99 Other drug offences,2,3.4,4.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,33,55.3,67.9
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,47,78.8,96.7
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,5,8.4,10.3
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,13,21.8,26.8
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,10,16.8,20.6
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,10,16.8,20.6
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,5,8.4,10.3
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,21,35.2,43.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,89,149.2,183.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,8,13.4,16.5
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,13,21.8,26.8
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,14,23.5,28.8
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,337,565,693.7
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,28,46.9,57.6
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,139,233,286.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,6,10.1,12.4
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,6,10.1,12.4
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,3,5,6.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,225,377.2,463.2
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,1.7,2.1
2021,March,Mitchell,Mitchell,42.4776781,-92.3203217,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,1,1.7,2.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,10,16.8,90.3
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,9,15.1,81.3
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2,3.4,18.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,25,41.9,225.8
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,9,15.1,81.3
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,23,38.6,207.8
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.7,9
